gene,TCGA.A4.7287,TCGA.A4.7583,TCGA.A4.7584,TCGA.A4.7734,TCGA.A4.7828,TCGA.A4.7915,TCGA.A4.7996,TCGA.A4.7997,TCGA.A4.8098,TCGA.A4.8311,TCGA.A4.8312,TCGA.A4.8515,TCGA.A4.8517,TCGA.A4.8518,TCGA.A4.8630,TCGA.A4.A48D,TCGA.A4.A4ZT,TCGA.A4.A5DU,TCGA.A4.A5XZ,TCGA.A4.A5Y0,TCGA.A4.A6HP,TCGA.A4.A772,TCGA.AL.3468,TCGA.AL.3471,TCGA.AL.3473,TCGA.AT.A5NU,TCGA.B1.7332,TCGA.B1.A47N,TCGA.B1.A47O,TCGA.B1.A654,TCGA.B1.A655,TCGA.B1.A656,TCGA.B1.A657,TCGA.B3.3926,TCGA.B3.4103,TCGA.B3.4104,TCGA.B3.8121,TCGA.B3.A6W5,TCGA.B9.4113,TCGA.B9.4115,TCGA.B9.7268,TCGA.B9.A5W7,TCGA.B9.A5W8,TCGA.B9.A5W9,TCGA.BQ.5876,TCGA.BQ.5881,TCGA.BQ.5883,TCGA.BQ.5884,TCGA.BQ.5888,TCGA.BQ.5892,TCGA.BQ.7045,TCGA.BQ.7046,TCGA.BQ.7049,TCGA.BQ.7050,TCGA.BQ.7051,TCGA.BQ.7055,TCGA.BQ.7059,TCGA.BQ.7060,TCGA.BQ.7061,TCGA.BQ.7062,TCGA.DW.5560,TCGA.DW.5561,TCGA.DW.7834,TCGA.DW.7836,TCGA.DW.7837,TCGA.DW.7838,TCGA.DW.7839,TCGA.DW.7840,TCGA.DW.7841,TCGA.DW.7842,TCGA.DW.7963,TCGA.DZ.6132,TCGA.DZ.6133,TCGA.DZ.6134,TCGA.DZ.6135,TCGA.EV.5901,TCGA.EV.5902,TCGA.EV.5903,TCGA.F9.A7VF,TCGA.G7.6790,TCGA.G7.6792,TCGA.G7.6795,TCGA.G7.6796,TCGA.G7.7502,TCGA.G7.A4TM,TCGA.GL.7773,TCGA.GL.8500,TCGA.GL.A4EM,TCGA.GL.A59T,TCGA.HE.7128,TCGA.HE.7129,TCGA.HE.A5NF,TCGA.HE.A5NH,TCGA.HE.A5NI,TCGA.HE.A5NL,TCGA.IA.A40X,TCGA.IA.A83V,TCGA.IA.A83W,TCGA.IZ.8195,TCGA.IZ.8196,TCGA.IZ.A6M8,TCGA.IZ.A6M9,TCGA.J7.6720,TCGA.KV.A6GD,TCGA.KV.A6GE,TCGA.KV.A74V,TCGA.MH.A55W,TCGA.MH.A55Z,TCGA.MH.A560,TCGA.MH.A561,TCGA.MH.A562,TCGA.MH.A854,TCGA.MH.A855,TCGA.MH.A856,TCGA.MH.A857,TCGA.O9.A75Z,TCGA.P4.A5E7,TCGA.P4.A5EB,TCGA.P4.A5ED,TCGA.PJ.A5Z8,TCGA.PJ.A5Z9,TCGA.SX.A71R,TCGA.SX.A71S,TCGA.SX.A71U,TCGA.SX.A71V,TCGA.SX.A71W,TCGA.SX.A7SL,TCGA.SX.A7SN,TCGA.SX.A7SO,TCGA.SX.A7SP,TCGA.V9.A7HT,TCGA.Y8.A898
ITGAD,2.717,6.36,2.826,2.312,1.017,0.829,5.743,1.944,1.312,3.251,0,2.902,4.691,4.827,1.806,9.572,4.564,2.811,5.3,1.598,3.363,7.764,1.794,2.481,6.818,0.967,8.294,1.859,3.647,1.014,2.637,7.93,8.461,2.028,4.134,1.809,8.265,5.06,8.897,2.527,2.999,3.402,8.144,0,1.127,7.813,1.372,7.713,3.978,2.079,0,8.564,2.164,2.922,1.369,3.076,10.649,7.63,2.335,8.966,3.072,3.706,3.919,0,7.157,6.655,0,5.631,5.85,0.93,3.382,6.864,0.545,8.594,3.898,2.379,0.354,2.39,1.634,3.52,2.543,4.419,3.596,3.295,1.113,3.349,0.501,6.894,3.389,11.145,2.144,10.516,0,6.423,8.474,2.73,6.486,7.366,3.02,1.892,8.23,6.628,6.572,7.37,4.98,5.724,5.494,4.068,0.713,6.961,6.312,4.083,3.931,0.821,2.01,2.561,3.838,3.22,6.277,8.773,2.465,2.588,2.891,6.598,9.557,5.268,0,5.165,2.174,8.68,10.976,5.222
KCNJ13,1.598,3.765,3.622,2.312,5.12,4.816,6.269,4.369,2.985,3.708,9.678,6.854,3.005,6.187,4.831,0,6.944,3.141,8.451,3.017,4.899,5.173,6.547,9.46,9.53,5.741,7.241,2.305,7.506,3.025,7.474,1.314,3.344,6.828,2.566,2.249,4.982,10.974,5.307,3.967,1.54,2.293,3.118,3.478,10.421,5.92,4.652,4.678,1.039,8.798,1.735,2.636,1.732,5.225,9.71,6.592,1.817,0,3.05,5.915,2.952,4.3,0.892,2.799,4.825,5.738,2.253,0,3.236,2.111,5.54,6.922,5.994,3.645,0,3.766,0,1.937,5.52,10.108,1.515,7.552,9.838,3.195,1.351,5.539,4.74,6.415,9.476,3.489,2.062,8.307,4.382,4.055,5.561,8.019,6.077,2.042,7.624,1.236,0.59,0,6.175,7.843,3.092,9.261,8.029,5.493,6.349,5.189,5.146,2.014,8.372,3.115,9.322,0.861,3.878,8.347,0,8.345,5.382,5.447,2.365,7.4,10.12,1.249,1.543,3.706,3.825,3.428,5.575,6.843
KCNJ1,1.334,1.312,1.454,6.239,10.198,3.977,1.092,1.352,2.157,4.912,14.411,2.902,3.374,0,1.414,0.729,4.095,0,1.102,0,2.673,2.369,0,2.891,2.428,5.767,0,5.336,0,3.485,4.901,5.795,1.04,0.911,4.776,0.701,1.9,3.349,3.149,1.758,0.398,1.274,1.472,6.117,3.748,4.129,13.615,7.031,2.873,1.283,2.5,3.515,2.164,5.791,0,6.048,3.909,1.157,3.935,2.492,2.676,2.769,6.962,5.718,6.863,1.958,1.812,2.047,3.809,0.681,1.362,0.965,4.611,8.115,0.33,2.157,1.56,5.343,0,3.147,1.314,1.881,3.102,4.634,3.252,0,1.411,3.529,0,1.646,0.793,0,0,2.45,2.379,1.744,1.653,2.424,0,2.782,2.334,3.233,1.826,7.004,0.915,0.877,2.366,1.667,4.139,0.503,0.681,5.857,1.602,0,14.565,0.861,4.164,0.812,4.678,8.07,3.13,0.702,2.136,2.015,2.467,2.847,1.543,2.443,4.927,1.473,2.39,1.63
KCNMB2,3.719,2.234,0.903,8.064,3.117,3.471,4.564,3.66,1.573,3.627,1.274,2.574,2.727,1.244,2.367,0.729,2.371,2.811,1.719,4.376,5.682,2.926,6.98,2.701,4.538,4.52,2.229,6.168,0.783,4.419,1.781,8.204,1.933,4.217,4.019,2.046,1.4,1.072,6.787,5.145,5.447,2.739,1.75,3.146,1.752,1.952,2.359,5.45,1.039,0.78,0,1.753,7.364,2.647,1.254,6.835,5.67,0.691,4.847,4.16,3.856,4.206,5.067,6.763,5.08,1.614,11.323,4.674,4.512,6.581,1.362,6.093,0.756,4.736,5.451,8.773,5.389,5.966,2.381,0,7.447,2.543,0,4.269,3.52,9.943,2.364,3.258,1.635,1.188,0.984,3.498,5.402,0,1.423,0.956,2.894,7.155,0.672,7.182,0.59,4.41,3.822,3.588,6.22,3.846,6.38,2.42,0,2.775,4.544,5.739,3.256,3.96,0.518,7.169,5.311,0,3.019,4.583,0.719,3.759,9.376,1.599,0.93,2.259,4.332,4.128,3.732,2.443,1.937,2.72
KCNS1,5.323,5.148,9.459,10.579,11.183,1.735,4.434,9.79,4.684,8.304,1.94,7.122,8.226,6.292,2.68,6.892,8.12,7.77,6.324,6.883,8.598,9.362,7.015,3.47,3.639,7.51,4.281,8.092,4.012,4.755,1.92,2.689,8.349,8.41,8.582,3.822,6.138,4.741,8.28,9.016,8.687,7.47,8.678,2.852,0,7.146,4.855,0.762,9.876,1.655,8.594,9.157,7.41,3.952,6.837,2.975,8.687,8.984,1.232,9.641,3.787,4.525,9.689,8.737,8.964,9.025,6.76,9.576,9.352,9.336,8.218,6.667,6.822,8.756,9.316,9.181,6.7,10.952,4.367,4.183,9.189,4.002,5.408,2.56,9.356,8.148,2.852,3.155,6.253,9.937,3.876,7.501,9.445,7.673,9.918,0.555,8.045,9.484,0,7.261,8.242,10.145,6.998,6.037,8.686,2.863,6.581,7.852,3.218,7.269,8.518,8.219,2.09,8.539,0.518,9.717,9.166,6.085,7.877,7.12,5.241,9.373,7.689,7.772,5.836,5.853,9.499,9.909,0.909,8.298,6.173,8.053
KCNT2,5.511,0.455,6.59,9.969,5.3,3.746,10.996,8.247,3.377,12.041,2.837,9.32,6.951,5.298,10.578,0.729,7.818,10.2,9.191,5.973,9.541,9.688,6.012,10.71,2.888,4.968,5.718,11.49,8.688,8.997,1.781,3.795,9.755,7.714,7.874,3.688,11.391,9.309,11.368,11.727,8.906,6.959,4.657,7.768,5.094,2.898,3.672,0.947,2.649,3.51,6.787,7.965,7.397,7.251,7.655,0.652,7.783,5.346,6.925,8.457,7.808,5.425,8.656,9.986,9.075,8.26,4.287,9.949,10.146,9.751,7.261,9.945,7.499,7.479,8.103,9.741,10.439,8.923,9.265,1.602,6.364,6.655,4.341,7.429,8.523,7.126,5.042,4.014,8.468,9.052,8.039,7.28,10.385,9.616,8.881,4.236,6.739,8.646,7.899,10.572,4.796,9.515,9.528,7.164,5.222,1.811,10.507,10.18,1.188,8.759,10.018,3.226,7.457,7.506,1.661,10.442,9.047,4.109,1.066,8.307,6.749,7.986,9.15,10.501,7.857,9.596,9.655,8.316,6.034,8.472,9.503,9.239
KDM5D,0,7.48,5.328,0,0,0,0.294,7.132,6.409,6.035,9.652,4.905,5.802,9.039,0,5.515,0,1.14,0,0,7.325,7.488,6.241,5.658,9.515,6.737,0,8.395,0,0,0,7.157,7.952,0,7.352,11.028,0,6.388,8.311,7.226,3.212,5.834,6.89,5.26,5.214,6.126,0,0.301,0,7.247,4.531,6.795,9.994,0.525,4.605,10.009,7.626,6.571,0,8.324,0,7.342,6.827,5.507,7.106,6.763,0,6.488,8.951,5.474,6.948,7.922,0.94,7.22,10.128,0.579,3.665,7.158,0.767,4.765,9.706,5.828,6.872,9.306,7.586,0,4.74,6.593,5.548,8.29,4.077,9.299,5.695,5.44,8.273,0.956,7.313,8.835,3.984,5.912,5.059,6.507,6.672,8.407,7.509,6.013,6.791,6.259,4.696,9.199,6.948,1.333,0,11.279,9.739,7.177,0,3.905,10.018,0,0.719,6.689,0.811,7.315,6.626,6.083,4.621,7.485,10.304,0.53,9.216,7.379
KIAA1324L,8.112,7.832,1.667,8.431,4.89,8.709,2.06,2.433,8.309,2.185,4.053,1.875,8.332,2.972,7.673,6.955,3.313,8.064,8.088,2.185,6.945,6.74,1.511,7.663,6.486,8.482,1.913,6.747,1.287,3.025,1.454,6.609,3.846,3.687,4.371,10.071,4.12,2.929,2.356,7.875,1.949,8.292,6.883,7.617,7.922,3.152,5.115,5.955,6.817,4.705,1.114,2.261,4.575,7.157,1.369,5.529,4.156,8.206,7.826,7.22,1.886,2.769,3.791,8.853,8.312,3.986,4.689,3.758,7.799,4.256,3.584,8.029,2.598,5.018,3.97,6.066,8.45,5.882,2.381,2.641,7.79,3.261,2.347,4.778,3.659,5.134,1.803,6.358,2.056,4.207,3.876,6.601,3.396,7.533,8.557,7.853,4.442,3.282,2.663,4.111,2.011,7.712,7.938,4.676,2.441,2.686,0,8.171,6.291,1.81,0.681,2.474,3.483,8.022,2.01,9.299,9.016,2.257,3.82,7.631,2.081,2.981,9.119,3.774,2.343,2.776,0,1.182,2.837,8.086,3.382,6.453
KLHL4,3.41,5.422,5.636,3.43,5.055,4.555,7.716,1.735,1.795,8.988,2.258,2.266,4.402,7.295,10.245,2.647,3.819,7.518,6.101,3.825,1.563,4.085,4.682,7.367,3.014,3.462,3.749,2.099,8.044,2.021,10.424,2.689,9.527,2.176,7.001,3.089,6.697,5.225,2.247,3.397,1.54,1.645,7.364,9.332,9.295,0.78,4.279,10.405,1.862,4.128,1.114,10.574,2.497,9.734,9.62,2.479,2.3,5.684,3.002,6.822,1.886,2.366,3.122,3.341,2.919,3.649,1.936,2.753,2.669,1.142,5.274,4.37,7.598,6.036,1.613,2.308,0.875,3.013,3.84,10.388,2.119,5.005,7.902,6.777,2.167,1.672,0.871,1.573,7.71,2.709,7.398,7.198,3.857,3.465,5.247,4.272,6.768,4.731,7.249,2.782,1.818,0.992,4.939,3.091,7.074,9.294,6.45,1.667,1.83,1.81,5.07,0,2.454,0.821,2.818,0.861,2.897,4.519,0,8.657,7.298,2.047,1.707,4.827,8.335,3.211,8.273,3.394,8.877,7.522,6.3,6.132
KRT17,14.902,2.54,6.069,9.468,13.943,3.42,5.453,5.81,7.349,9.706,2.394,6.039,5.4,7.689,7.716,5.576,3.477,8.561,5.073,0.591,7.705,8.009,7.61,3.47,3.984,6.559,6.784,9.114,12.596,9.33,1.258,4.479,9.403,0.526,8.102,14.982,7.992,7.988,6.737,9.178,7.19,8.562,0.67,6.569,2.187,8.881,4.538,4.437,6.255,6.319,11.061,10.07,5.67,8.846,7.864,9.376,5.259,6.021,1.777,8.14,3.787,7.254,11.05,7.521,7.195,12.206,5.237,4.967,7.597,5.057,7.441,3.992,6.789,7.704,6.081,6.519,4.336,8.309,11.146,7.256,6.524,5.841,6.339,5.725,10.658,9.924,2.579,7.149,7.382,6.198,4.326,5.427,4.537,8.751,9.002,3.561,9.643,5.927,6.851,6.99,9.676,11.647,9.946,8.13,6.075,5.896,4.742,9.162,2.069,7.489,9.624,5.857,4.361,10.211,1.448,10.097,11.068,5.082,7.023,4.438,5.788,9.182,9.876,8.569,4.839,5.961,4.377,10.943,5.758,8.607,4.311,8.724
KRT19,15.858,12.024,13.988,14.621,15.488,14.134,11.659,12.125,9.016,12.767,14.352,12.74,14.662,11.995,9.712,13.038,11.819,12.782,10.88,9.598,16.015,14.97,12.593,11.14,11.239,11.871,13.09,14.853,14.922,15.039,2.554,7.111,13.833,12.36,13.319,14.746,9.946,13.529,13.636,13.707,13.943,14.089,12.426,11.371,4.819,12.698,13.267,9.915,16.229,9.924,14.072,12.721,13.203,5.501,9.844,8.8,13.608,13.661,6.141,14.817,13.028,14.587,14.566,13.638,14.222,12.185,14.193,13.349,14.761,14.11,14.04,10.881,11.664,14.317,13.071,14.614,11.044,14.035,12.805,11.152,12.62,13.201,11.437,11.917,14.888,14.193,11.813,8.151,13.621,13.727,13.547,12.947,13.398,13.938,14.445,4.867,12.786,14.348,7.852,13.483,14.314,16.836,13.408,10.231,13.669,13.588,13.368,14.256,12.377,13.968,15.216,14.71,5.828,12.759,14.334,15.031,12.393,8.103,13.536,9.48,13.186,14.159,14.585,12.996,13.145,14.688,13.437,14.093,6.109,12.248,9.982,13.773
KRT7,15.465,8.864,15.311,13.698,13.521,7.796,12.882,13.529,9.521,14.474,12.586,15.105,14.404,11.113,13.846,13.494,13.602,13.376,13.668,10.76,15.874,14.498,12.745,14.059,5.823,13.797,13.34,15.567,9.463,15.062,6.487,12.796,14.222,12.369,12.053,14.767,11.82,14.489,13.479,13.536,13.813,13.571,8.974,8.398,8.338,12.316,9.68,7.62,13.75,6.041,14.075,11.889,12.697,9.566,13.168,9.144,14.129,13.865,7.455,14.389,13.949,14.671,14.605,13.681,14.388,12.663,14.408,13.467,14.758,14.069,13.88,12.167,14.01,13.177,13.958,14.094,14.742,13.72,14.266,11.388,14.002,13.248,11.214,12.215,15.171,11.945,11.594,7.872,12.369,13.828,14.874,7.974,14.077,14.335,14.343,8.543,12.266,14.443,5.996,13.131,15.43,15.5,13.307,13.54,14.303,11.593,13.107,15.227,10.77,13.328,15.707,15.667,7.503,13.902,11.865,14.829,11.972,13.022,9.916,8.984,12.786,14.271,13.434,14.445,13.287,14.858,14.885,14.326,9.617,12.712,9.759,13.156
L1CAM,12.237,3.072,6.341,9.518,10.212,14.469,6.726,8.004,9.332,5.271,14.336,3.043,8.704,5.272,2.367,4.936,6.563,6.502,6.498,9.171,2.971,6.75,6.987,7.399,4.77,7.299,5.345,4.87,6.474,3.273,2.271,5.941,6.505,8.77,6.471,3.616,9.861,7.675,5.75,3.935,7.616,5.797,2.66,4.005,7.782,7.078,15.117,12.363,14.034,5.412,8.257,8.299,5.179,4.966,5.055,9.065,9.458,7.378,7.136,8.156,6.424,6.228,7.152,8.132,6.596,6.79,2.432,4.452,8.376,2.543,7.713,7.981,5.919,9.263,2.12,8.096,5.88,8.451,4.675,7.573,3.255,5.207,5.576,6.751,5.342,4.942,1.411,7.535,8.868,9.002,9.011,9.451,6.757,7.405,7.365,3.09,6.894,4.951,4.32,3.119,4.144,10.304,1.826,6.352,5.947,4.481,9.462,3.357,8.056,4.995,5.474,5.61,5.58,9.16,13.399,7.856,6.46,3.437,8.626,8.314,5.266,6.154,4.107,4.997,10.347,5.293,1.543,7.703,0.909,8.755,8.562,5.997
LCN2,9.666,10.376,7.985,10.827,8.31,12.553,11.846,12.63,7.819,10.815,11.973,10.621,10.064,9.172,11.473,10.037,11.039,11.513,10.002,6.238,13.165,13.644,11.197,8.46,2.598,10.622,11.466,11.156,12.369,9.967,4.174,8.056,13.404,7.107,9.696,5.337,11.632,12.266,11.927,15.429,10.908,13.76,11.086,10.509,5.069,11.88,12.73,4.791,8.238,2.079,14.192,10.324,12.057,9.234,9.673,6.476,12.417,9.508,6.87,13.026,8.782,11.926,12.558,9.729,12.418,13.46,8.112,12.31,13.232,9.424,13.532,10.52,8.712,12.441,10.902,12.358,9.351,14.48,11.886,10.621,10.651,11.353,7.465,10.154,14.514,13.101,8.064,8.732,12.669,11.009,8.425,9.921,12.766,11.983,13.695,5.102,13.734,13.047,7.352,9.436,10.965,13.423,13.716,9.888,11.892,9.529,11.595,11.988,7.736,11.345,12.283,11.501,8.305,14.862,7.502,11.392,12.063,7.481,8.736,7.434,11.743,12.278,9.127,14.508,10.986,10.663,9.111,13.133,5.293,12.197,10.578,15.524
LEFTY1,3.826,2.868,3.143,4.075,10.623,5.688,2.962,9.025,4.376,3.708,0.559,3.952,3.005,9.879,0.873,3.351,2.042,2.539,4.042,5.322,7.53,6.16,2.233,6.352,2.379,4.947,5.015,8.825,3.946,4.582,0,3.895,2.414,1.763,4.889,2.046,1.982,3.939,4.806,4.058,3.983,3.249,3.017,5.048,3.626,3.556,0.508,3.329,6.638,3.447,2.77,2.693,6.244,3.267,3.09,4.968,7.495,2.565,3.987,6.235,4.312,6.78,3.3,5.902,6.495,4.59,5.877,4.459,4.651,6.174,6.597,6.203,2.928,5.557,4.991,4.324,5.08,4.057,0.767,3.875,3.987,3.953,4.769,7.418,7.147,9.786,1.053,4.968,4.625,6.654,3.969,1.441,3.857,5.324,4.616,12.697,5.405,10.445,4.137,3.119,2.82,6.499,2.703,4.731,6.52,6.834,4.83,5.162,1.544,6.457,5.623,6.252,14.103,5.554,0.899,4.695,2.442,4.011,5.17,6.621,4.91,4.004,2.762,3.34,3.454,9.152,5.296,3.774,5.324,4.195,7.86,3.97
LIX1,1.01,6.685,0.521,7.304,6.841,2.037,6.524,4.72,3.628,9.282,2.258,9.372,0.954,5.022,8.397,4.625,7.17,8.191,7.299,1.01,5.077,7.445,9.008,7.721,0.419,9.653,6.438,3.04,7.758,5.628,6.834,8.668,8.525,10.819,6.365,0,7.731,8.451,6.464,6.022,7.254,1.94,3.681,5.019,3.305,3.871,1.688,6.58,4.774,0.442,7.148,4.784,2.994,8.529,0.26,5.931,4.817,0.691,3.985,7.163,1.595,2.112,6.4,6.485,3.979,4.754,10.738,5.719,2.272,4.137,5.087,3.107,5.75,7.936,1.347,1.449,11.562,9.227,9.658,4.512,5.181,4.621,2.171,7.842,2.167,3.467,8.532,3.954,7.597,5.881,8.863,7.35,5.65,7.858,4.285,9.68,7.808,2.245,4.965,0.929,1.008,8.399,6.724,7.348,5.239,3.161,10.473,6.358,3.116,1.972,3.043,6.266,6.959,7.802,2.904,5.469,7.799,5.535,2.81,6.696,6.132,3.543,3.75,6.827,9.919,4.317,9.833,9.621,7.51,5.639,6.927,4.669
LPPR5,1.01,8.027,9.781,4.246,0,0.473,6.723,8.063,2.157,1.941,0,3.803,9.453,3.204,5.658,1.212,9.078,9.085,8.811,8.9,3.141,6.479,7.049,8.07,1.425,1.282,6.335,1.21,0,4.642,6.184,7.538,5.778,8.605,7.055,0,5.101,8.361,3.999,3.197,8.364,8.074,4.084,7.676,10.82,7.97,0,0.55,0.611,1.655,7.862,6.201,1.349,4.546,2.125,0,5.205,7.691,9.79,7.04,8.079,4.931,7.71,7.205,5.553,6.065,0.703,5.21,4.157,5.813,7.613,2.677,8.127,7.865,4.326,1.574,2.291,5.891,2.172,5.632,9.635,6.693,3.851,8.226,7.38,2.919,7.539,9.384,8.336,7.647,5.955,8.867,7.208,8.213,7.739,7.946,3.935,4.922,9.159,8.082,6.081,3.792,4.388,6.566,8.446,8.18,6.78,6.207,3.314,7.476,1.491,9.013,5.052,2.023,0,4.421,7.084,7.957,0,5.978,8.578,7.605,6.285,7.837,6.653,4.504,8.023,7.423,1.212,6.273,7.53,7.136
LRP2,2.717,13.896,14.167,10.799,4.963,6.178,14.158,13.929,13.875,12.01,6.06,14.28,13.64,14.779,13.809,13.741,14.196,13.447,14.689,13.861,12.322,13.608,13.14,13.706,13.438,12.342,13.359,11.215,12.059,10.566,14.623,12.871,13.636,14.436,13.364,4.259,13.185,14.486,13.062,12.478,13.765,13.246,13.253,12.517,14.862,13.161,3.904,14.739,3.826,14.946,12.454,14.949,3.9,13.602,14.528,3.26,14.185,14.995,14.128,13.039,10.75,12.658,11.669,11.61,12.645,13.54,5.966,13.149,12.104,13.003,13.222,12.703,14.783,14.198,12.473,11.744,13.638,12.797,12.256,15.444,12.211,13.151,12.88,13.191,11.211,8.496,13.727,13.565,13.894,14.312,13.396,14.216,13.066,13.419,13.071,12.595,12.531,12.034,13.632,13.273,12.605,11.111,13.176,13.214,12.771,14.215,14.197,12.36,13.362,10.274,11.755,9.918,12.78,11.481,2.727,11.219,11.526,14.195,3.364,11.828,11.98,12.671,11.979,13.007,14.741,11.995,11.963,11.433,14.199,13.031,12.888,12.854
LTF,9.799,7.005,3.402,6.539,15.363,9.919,6.238,15.822,7.455,6.155,10.924,3.803,6.117,12.989,4.675,11.445,5.291,3.636,2.482,3.104,10.382,9.533,4.417,0,6.882,8.205,4.952,4.902,11.256,7.433,11.198,7.137,7.163,3.585,10.605,3.461,10.318,8.837,7.361,9.16,1.69,10.111,6.408,2.095,2.52,7.138,9.929,4.827,13.569,11.253,9.603,10.743,10.266,7.43,7.88,9.059,17.29,8.493,6.135,4.718,1.231,4.626,7.289,9.834,10.236,16.741,3.337,6.577,9.929,1.142,10.469,7.479,2.076,10.408,9.582,6.565,1.079,8.724,3.84,6.975,10.975,3.178,8.259,9.032,8.693,2.741,2.579,11.385,13.768,7.439,1.563,7.138,12.402,8.949,11.557,2.51,17.592,9.578,3.929,2.207,11.551,7.738,12.818,14.855,6.185,5.158,3.752,10.401,9.64,5.821,7.532,5.697,5.296,8.667,8.262,6.362,8.192,6.531,17.723,11.343,6.921,10.66,2.255,12.079,6.935,11.656,2.451,11.761,2.026,7.911,10.696,8.901
LUM,12.762,5.278,6.981,11.503,10.572,12.151,8.095,10.154,6.212,8.437,8.506,4.976,6.94,10.229,4.473,7.665,8.272,6.93,7.218,4.603,6.973,10.058,4.091,6.162,6.464,10.169,9.811,11.088,8.132,10.811,6.395,12.3,10.545,0.526,11.516,11.126,10.527,5.076,9.316,8.664,4.372,6.498,3.118,9.959,10.261,10.298,11.676,9.385,8.354,10.175,10.115,8.898,12.899,6.135,5.437,7.728,9.818,10.06,10.219,10.794,10.183,8.824,11.848,10.65,9.783,11.745,4.377,8.305,10.124,9.398,7.088,11.946,7.091,11.439,10.262,12.409,3.787,12.194,3.526,8.608,9.576,7.918,10.134,10.656,10.941,9.909,4.827,11.059,7.466,9.379,0.315,10.053,0,8.245,9.078,1.268,13.057,10.019,7.844,9.899,8.541,8.191,13.221,11.234,8.444,8.063,1.413,3.357,9.024,11.548,6.831,8.14,8.363,8.571,9.266,11.479,11.216,4.912,4.796,10.847,8.84,5.07,10.373,7.971,7.523,9.038,4.286,7.128,6.128,9.137,6.291,11.156
LYG1,3.265,11.333,8.616,6.965,1.831,2.287,11.034,10.021,8.721,11.118,3.176,11.69,9.782,9.929,10.848,9.492,9.88,10.184,10.74,10.997,11.004,11.32,10.791,10.677,10.231,9.907,10.727,10.708,12.749,10.625,6.907,9.843,12.392,7.34,10.254,4.803,10.594,12.285,9.024,11.802,9.802,11.648,11.07,7.632,1.986,8.985,1.183,7.233,5.856,7.924,9.374,10.193,6.396,8.803,11.284,2.148,9.365,9.53,8.786,9.985,8.601,11.385,11.101,9.609,11.017,10.282,6.534,11.969,11.397,7.278,9.604,10.562,11.383,8.828,11.282,7.901,11.026,10.652,12.627,10.274,9.41,11.85,10.699,10.524,10.92,7.844,11.829,6.543,11.964,9.286,10.866,8.514,9.424,11.276,11.109,7.927,10.486,10.496,7.473,9.648,10.919,10.806,11.352,9.614,11.573,11.862,10.33,11.985,7.165,10.829,11.628,9.392,9.763,11.249,4.292,8.347,8.217,10.503,6.366,9.734,9.863,10.966,7.74,12.761,10.584,11.339,11.533,11.009,8.203,10.194,11.672,12.102
MAGED4B,7.39,1.846,2.687,9.438,9.347,9.643,7.832,1.604,7.2,9.881,2.15,6.196,3.444,4.003,9.997,3.188,5.411,9.445,5.643,9.106,3.01,6.421,6.866,9.236,1.523,7.755,7.737,8.046,9.326,9.627,0.956,6.61,6.894,7.572,6.962,9.734,8.95,6.892,5.087,6.722,8.256,4.522,6.086,9.611,7.711,3.43,4.13,8.248,2.247,5.031,0,7.082,6.621,7.424,9.62,5.266,5.434,1.656,8.338,8.744,5.148,6.442,5.106,8.414,4.535,5.503,7.641,6.379,7.905,4.864,6.419,8.173,9.341,4.725,4.487,8.43,8.804,7.412,9.747,6.229,3.692,8.283,8.216,8.149,7.256,9.106,2.766,8.448,8.832,6.451,2.366,4.697,7.186,7.4,2.989,6.866,9.388,5.824,7.281,5.736,5.827,8.023,5.531,6.013,4.975,8.23,6.513,5.911,7.907,9.142,8.347,2.111,7.225,5.506,1.15,7.255,7.966,3.885,8.191,8.229,8.602,4.846,5.547,8.237,4.831,7.226,5.352,6.903,2.402,8.066,8.77,8.9
MAGED4,6.956,0,1.565,7.083,8.084,7.68,5.646,1.955,4.902,8.454,1.466,4.436,2.61,3.879,7.979,3.413,3.775,8.987,4.119,7.762,4.346,4.721,5.19,8.238,2.279,6.661,6.321,8.619,9.411,9.935,0.143,6.176,5.665,5.323,4.986,7.942,7.027,5.467,4.506,6.725,6.755,3.304,5.111,8.206,6.787,3.499,0,6.198,4.111,3.393,1.114,5.774,5.355,6.177,7.15,3.297,3.373,0,6.52,7.31,5.627,5.889,5.987,7.628,3.671,3.887,6.592,6.285,7.578,2.802,5.929,6.145,6.548,3.001,2.78,5.922,7.066,5.418,10.763,4.819,2.709,9.215,8.757,7.676,6.563,7.448,2.677,6.353,8.434,4.754,0,3.597,6.06,7.494,3.199,5.568,9.025,5.475,5.8,3.583,4.588,8.971,4.966,5.381,5.959,7.442,4.465,6.34,7.015,7.543,9.475,3.405,6.345,5.907,0.595,6.011,6.539,2.701,9.081,6.83,7.79,4.383,3.26,6.822,3.692,6.267,5.238,6.13,1.517,6.594,7.061,8.219
