gene,TCGA.A4.7287,TCGA.A4.7583,TCGA.A4.7584,TCGA.A4.7734,TCGA.A4.7828,TCGA.A4.7915,TCGA.A4.7996,TCGA.A4.7997,TCGA.A4.8098,TCGA.A4.8311,TCGA.A4.8312,TCGA.A4.8515,TCGA.A4.8517,TCGA.A4.8518,TCGA.A4.8630,TCGA.A4.A48D,TCGA.A4.A4ZT,TCGA.A4.A5DU,TCGA.A4.A5XZ,TCGA.A4.A5Y0,TCGA.A4.A6HP,TCGA.A4.A772,TCGA.AL.3468,TCGA.AL.3471,TCGA.AL.3473,TCGA.AT.A5NU,TCGA.B1.7332,TCGA.B1.A47N,TCGA.B1.A47O,TCGA.B1.A654,TCGA.B1.A655,TCGA.B1.A656,TCGA.B1.A657,TCGA.B3.3926,TCGA.B3.4103,TCGA.B3.4104,TCGA.B3.8121,TCGA.B3.A6W5,TCGA.B9.4113,TCGA.B9.4115,TCGA.B9.7268,TCGA.B9.A5W7,TCGA.B9.A5W8,TCGA.B9.A5W9,TCGA.BQ.5876,TCGA.BQ.5881,TCGA.BQ.5883,TCGA.BQ.5884,TCGA.BQ.5888,TCGA.BQ.5892,TCGA.BQ.7045,TCGA.BQ.7046,TCGA.BQ.7049,TCGA.BQ.7050,TCGA.BQ.7051,TCGA.BQ.7055,TCGA.BQ.7059,TCGA.BQ.7060,TCGA.BQ.7061,TCGA.BQ.7062,TCGA.DW.5560,TCGA.DW.5561,TCGA.DW.7834,TCGA.DW.7836,TCGA.DW.7837,TCGA.DW.7838,TCGA.DW.7839,TCGA.DW.7840,TCGA.DW.7841,TCGA.DW.7842,TCGA.DW.7963,TCGA.DZ.6132,TCGA.DZ.6133,TCGA.DZ.6134,TCGA.DZ.6135,TCGA.EV.5901,TCGA.EV.5902,TCGA.EV.5903,TCGA.F9.A7VF,TCGA.G7.6790,TCGA.G7.6792,TCGA.G7.6795,TCGA.G7.6796,TCGA.G7.7502,TCGA.G7.A4TM,TCGA.GL.7773,TCGA.GL.8500,TCGA.GL.A4EM,TCGA.GL.A59T,TCGA.HE.7128,TCGA.HE.7129,TCGA.HE.A5NF,TCGA.HE.A5NH,TCGA.HE.A5NI,TCGA.HE.A5NL,TCGA.IA.A40X,TCGA.IA.A83V,TCGA.IA.A83W,TCGA.IZ.8195,TCGA.IZ.8196,TCGA.IZ.A6M8,TCGA.IZ.A6M9,TCGA.J7.6720,TCGA.KV.A6GD,TCGA.KV.A6GE,TCGA.KV.A74V,TCGA.MH.A55W,TCGA.MH.A55Z,TCGA.MH.A560,TCGA.MH.A561,TCGA.MH.A562,TCGA.MH.A854,TCGA.MH.A855,TCGA.MH.A856,TCGA.MH.A857,TCGA.O9.A75Z,TCGA.P4.A5E7,TCGA.P4.A5EB,TCGA.P4.A5ED,TCGA.PJ.A5Z8,TCGA.PJ.A5Z9,TCGA.SX.A71R,TCGA.SX.A71S,TCGA.SX.A71U,TCGA.SX.A71V,TCGA.SX.A71W,TCGA.SX.A7SL,TCGA.SX.A7SN,TCGA.SX.A7SO,TCGA.SX.A7SP,TCGA.V9.A7HT,TCGA.Y8.A898
DDC,0.592,8.916,10.402,7.5,2.025,4.531,10.932,9.946,9.02,6.586,4.805,11.052,11.105,11.35,9.452,11.033,10.203,10.341,11.869,8.852,9.427,10.696,11.358,9.012,10.774,6.364,9.429,8.361,6.861,7.583,9.376,12.777,9.852,8.803,9.647,0,8.242,10.84,8.704,9.563,9.704,10.996,9.346,7.823,13.534,10.915,2.604,12.171,4.159,11.489,5.301,10.559,1.349,10.059,11.306,2.148,10.676,10.177,11.476,8.903,6.244,10.055,10.054,7.454,10.836,9.376,4.599,9.719,10.621,7.46,10.816,6.754,11.435,10.687,9.114,6.198,8.384,8.508,7.843,11.541,6.883,7.701,8.993,11.445,8.287,4.175,10.255,9.819,9.089,9.634,7.634,10.478,8.776,9.54,10.434,11.129,9.638,6.93,6.978,8.243,9.415,6.816,10.042,10.504,10.881,12.771,10.487,10.73,9.441,7.197,9.717,6.596,9.471,4.913,1.846,6.977,5.894,11.791,1.066,7.621,9.894,10.171,8.529,10.183,9.825,8.942,7.676,8.713,11.427,9.136,10.049,10.255
DDX3Y,0,7.374,4.995,0,0,0,0.294,7.697,6.212,5.514,10.154,5.126,6.701,9.927,0,6.713,0,2.003,0,0,6.85,6.993,6.499,5.337,10.302,6.128,0,7.303,0,0.595,0,7.778,7.761,0,7.717,10.998,0,6.555,7.665,7.21,4.857,6.718,7.598,5.656,6.692,7.168,0,0.301,0.611,8.377,6.238,6.672,10.674,0,4.832,10.779,8.3,6.726,0.344,8.267,0,6.785,8.583,6.87,7.71,8.757,0,6.669,8.773,5.692,7.374,8.653,0.545,8.241,10.593,0.8,3.925,7.896,0.767,5.8,10.904,5.7,7.035,10.374,7.254,0,5.322,7.658,5.716,8.743,4.723,10.299,5.9,6.156,7.733,0.956,7.956,7.588,5.283,6.804,6.381,6.459,7.631,9.055,7.157,5.916,6.409,6.289,5.902,10.18,6.397,0,0,11.382,9.871,7.111,0,5.437,9.636,0.728,0.719,5.905,1.53,7.097,6.502,6.083,4.545,7.173,10.863,1.473,8.385,7.403
DEFB1,8.355,11.472,10.755,11.167,10.142,11.046,11.764,11.179,9.523,12.333,15.508,12.075,11.44,10.821,12.563,10.763,12.159,12.59,12.751,6.535,13.825,13.668,12.6,11.738,9.14,11.161,11.413,13.545,12.065,11.89,2.047,5.511,13.674,12.303,11.954,1.171,11.257,13.393,12.722,14.683,12.822,12.586,11.253,8.979,5.648,12.672,14.245,3.457,13.527,4.801,13.057,12.142,10.402,11.899,10.597,14.683,10.95,10.29,7.74,12.742,9.3,11.169,12.756,12.175,11.842,13.186,8.627,11.678,12.224,11.133,12.573,10.689,10.905,12.005,10.55,11.286,13.692,12.028,14.69,8.892,9.268,11.046,8.649,13.138,12.258,10.93,12.158,4.548,13.539,11.493,10.261,10.769,9.702,12.427,13.04,12.249,10.765,12.883,11.604,11.729,13.06,13.787,12.946,11.566,13.993,10.194,11.759,12.728,5.124,11.908,13.48,13.706,12.543,12.335,17.523,12.733,12.031,5.191,9.348,10.311,12.273,12.133,12.545,11.766,12.025,12.4,14.248,12.287,8.671,11.883,11.263,13.6
DES,9.132,0.455,3.941,7.167,3.838,5.82,2.876,0.829,1.795,5.373,3.25,4.481,1.523,8.006,0.873,4.23,8.144,0,3.767,4.147,4.669,1.452,2.569,1.907,5.015,3.77,2.229,6.486,2.904,3.418,2.554,3.448,1.793,0.526,2.671,9.083,5.447,0.452,0.459,0,0.398,0.438,1.984,2.785,5.069,4.297,4.67,4.452,3.316,8.732,2.997,3.787,5.544,3.581,1.475,2.479,8.298,3.067,5.558,5.882,3.287,1.805,8.333,5.086,6.736,4.797,0,4.551,2.382,3.454,3.762,0.398,2.598,6.593,1.021,4.778,1.417,7.89,1.634,2.707,1.691,4.906,3.791,5.494,3.065,0.523,0.501,9.439,4.024,0,0.574,2.808,0.843,3.604,1.423,0.555,9.032,5.191,3.929,5.301,6.364,5.584,5.482,12.806,0.529,1.173,5.412,0,5.555,0,3.836,6.55,3.892,3.115,8.029,1.154,3.416,4.718,6.193,3.439,4.561,0.702,3.667,3.188,1.707,6.432,0,1.537,2.746,2.038,2.629,3.762
DNAH11,5.718,1.094,0.53,1.054,10.046,9.41,4.554,2.64,2.005,5.074,0.568,0,0,0,2.26,0,3.86,0.696,0.664,0.596,0.607,1.283,0,2.535,8.255,2.781,1.549,4.327,7.999,1.673,0.434,3.575,2.846,7.686,1.233,1.183,5.486,5.296,1.336,1.277,0.405,0,0.681,0.416,0,0,0,0.956,3.586,7.925,0,1.29,7.164,3.766,1.264,0.658,1.098,0,4.553,1.563,1.284,0,0,0.499,1.425,3.857,7.334,0,0.842,2.23,0,1.196,0.304,0.615,3.807,6.755,3.591,1.058,5.005,0,6.748,1.928,0,3.559,0,6.741,0,0,4.732,3.062,0.581,3.147,1.774,1.104,2.152,5.593,5.194,1.846,0.682,0,0,0,0,1.355,1.271,0.906,0,1.091,0.73,1.835,0,3.317,2.774,8.935,0,1.424,1.952,0,5.034,0,4.055,1.585,1.887,4.942,0,1.471,0,1.21,3.933,1.718,5.139,2.22
DNER,0,3.46,3.07,4.141,7.142,9.636,4.564,9.13,3.569,6.225,9.973,4.298,3.557,9.091,7.287,3.153,10.145,4.872,4.804,5.677,4.946,5.415,6.759,7.259,4.36,4.293,7.597,0.728,3.036,1.604,7.335,5.617,6.137,11.846,4.402,1.525,4.931,8.701,1.7,3.397,8.14,3.99,7.205,2.095,2.662,5.176,5.062,7.051,13.048,7.547,6.787,3.836,9.316,8.122,3.218,6.32,6.439,2.321,5.306,6.182,3.715,1.805,3.439,2.954,4.516,7.534,6.596,2.637,2.272,2.616,8.032,6.191,2.424,5.064,4.288,5.061,7.081,9.275,5.173,5.518,5.826,6.773,5.305,7.202,3.786,7.075,6.733,3.757,9.329,6.566,6.017,9.858,3.934,5.512,6.127,1.526,2.586,4.697,6.694,1.236,2.182,4.842,1.826,4.251,5.872,6.552,6.26,0,6.654,2.25,0.681,10.504,3.535,6.388,11.961,1.397,6.934,3.58,5.392,10.372,10.063,5.174,4.285,7.185,9.575,3.157,4.862,6.119,10.876,5.476,10.448,5.641
DOC2A,0,9.52,9.552,5.522,2.914,0.497,7.082,5.965,9.543,11.63,1.599,9.77,8.224,5.598,8.663,3.108,8.265,9.441,7.167,6.201,10.19,9.068,10.963,10.036,7.827,11.944,5.303,10.409,11.601,10.039,2.426,5.363,8.722,7.139,9.027,1.862,9.742,10.01,9.814,8.524,8.134,9.099,3.38,10.557,4.273,5.498,1.585,1.296,9.03,7.743,7.624,8.28,2.105,3.661,8.119,3.309,3.772,5.119,6.586,7.71,10.549,7.786,6.888,6.83,7.843,5.545,6.693,8.806,8.284,7.522,6.445,4.06,7.225,4.806,5.21,7.106,11.024,4.97,10.427,7.238,1.555,10.722,5.106,8.513,7.984,6.381,6.241,3.748,8.859,5.42,9.103,5.81,5.551,9.469,9.524,6.206,5.723,6.095,8.74,5.532,5.887,10.403,5.383,8.152,10.257,7.99,10.05,10.721,8.005,8.384,10.183,7.866,5.431,9.81,2.067,8.399,8.995,5.127,4.779,6.159,8.87,11.842,6.267,9.762,9.653,10.43,12.136,9.936,6.127,9.137,8.173,8.899
DPEP1,4.774,10.281,10.628,7.47,4.424,3.366,9.135,11.717,8.922,9.417,6.986,8.953,12.228,10.288,8.028,6.668,6.107,10.953,10.011,6.106,9.932,12.869,8.722,9.638,3.558,8.392,6.179,11.237,5.993,10.533,1.92,8.489,10.22,0.911,11.474,2.979,5.41,7.228,9.74,10.039,11.71,10.549,10.62,7.51,2.662,9.828,3.964,8.936,4.282,4.763,6.464,11.531,8.283,5.933,11.029,2.62,11.091,12.145,10.311,10.493,10.152,9.982,11.65,10.754,10.343,6.976,1.361,10.561,10.875,10.712,10.245,6.025,11.555,10.853,11.527,7.207,10.642,9.679,9.948,7.677,11.006,8.88,7.123,11.223,12.482,2.304,12.08,8.449,4.463,8.516,2.672,3.26,6.869,8.256,7.657,6.841,10.376,6.121,6.023,7.099,10.586,8.76,9.707,9.143,11.609,11.56,9.306,11.218,4.623,10.109,12.651,7.228,6.057,4.158,3.804,9.754,4.631,11.231,3.978,6.567,9.213,11.052,6.425,10.83,6.566,8.244,11.576,9.328,7.98,9.566,6.056,11.204
DPYS,0,6.473,4.096,5.892,1.017,2.398,6.436,9.817,5.764,5.663,4.876,9.848,7.281,11.835,7.943,10.299,8.177,8.834,9.813,10.35,7.206,8.644,9.655,7.644,9.267,3.914,7.023,6.377,8.973,7.874,9.584,10.9,8.473,6.175,8.654,0.701,6.203,8.251,6.225,8.48,6.136,8.38,9.566,10.493,12.81,10.475,1.183,8.875,3.067,10.796,5.674,8.646,4.812,10.806,9.851,2.62,9.626,6.635,11.23,8.139,7.134,6.306,7.148,5.902,9.036,10.009,2.253,7.759,7.883,2.3,9.65,6.5,7.797,7.475,8.495,2.51,5.482,3.58,7.343,10.537,8.294,5.907,9.582,9.129,7.231,3.077,6.341,10.937,9.64,7.868,4.723,9.446,9.02,8.865,7.816,10.748,9.863,6.847,2.188,0.929,7.42,3.155,8.014,9.256,8.65,11.916,4.871,7.551,5.79,6.737,8.251,6.237,9.856,4.439,0.518,2.225,2.973,10.978,2.919,9.419,8.573,7.567,2.365,10.046,7.896,3.85,4.583,6.538,11.5,8.342,10.694,7.433
EDAR,4.604,6.497,6.364,10.248,2.025,2.168,7.409,8.005,1.312,8.05,1.532,6.781,6.707,2.695,6.069,4.463,7.703,6.63,5.88,6.462,6.138,6.577,6.718,7.133,2.515,7.742,8.238,7.145,3.036,6.929,1.258,3.381,5.447,5.178,6.801,4.736,3.576,5.507,7.409,6.798,7.26,7.623,3.925,5.171,8.907,4.927,1.824,0.947,2.973,1.283,6.238,2.742,8.6,4.519,7.099,2.748,7.161,1.343,3.002,7.269,7.188,8.394,8.181,7.947,7.428,5.814,9.296,7.004,7.368,9.762,5.96,5.074,6.995,5.779,9.987,9.127,8.804,9.295,3.002,6.935,10.629,5.439,5.074,6.966,9.379,9.242,6.092,3.891,4.715,6.837,6.95,1.441,9.309,5.77,5.981,7.173,5.281,7.526,2.663,9.277,1.008,5.752,7.108,6.697,5.771,7.102,6.321,6.339,3.314,8.008,4.99,8.754,6.82,8.675,0,8.707,8.586,7.444,5.868,2.644,5,7.037,8.771,6.268,5.654,4.437,7.157,8.466,4.108,3.648,4.562,6.37
EDIL3,6.277,7.062,2.017,11.596,9.612,9.699,10.474,4.776,9.989,10.501,9.325,3.679,3.72,9.427,11.014,10.197,9.773,5.066,4.139,9.921,3.141,8.916,5.956,6.534,6.645,8.934,8.447,3.151,7.412,4.236,5.217,4.918,4.013,12.448,10.211,7.579,10.792,7.159,8.876,8.419,11.359,8.874,9.281,9.452,7.908,6.333,8.619,5.162,7.989,8.559,8.006,4.386,10.177,10.246,11.007,7.519,9.11,10.522,6.77,9.383,5.507,2.582,9.166,9.054,8.19,10.788,9.579,4.268,7.023,10.59,5.214,10.151,9.672,8.594,8.75,11.438,11.287,10.575,3.768,8.19,3.511,3.339,6.843,9.77,8.588,3,9.935,8.09,7.487,10.716,10.13,8.311,9.604,5.614,9.007,6.337,8.057,8.15,5.615,11.358,0,4.867,9.328,5.836,0.529,6.745,10.313,1.396,2.069,9,0,2.659,7.423,6.857,3.508,10.207,10.329,3.277,0,10.526,6.714,2.588,10.506,8.622,4.862,5.242,7.574,2.995,3.684,9.255,7.139,6.826
EEF1A2,6.713,11.729,6.416,6.419,0.596,2.037,9.529,9.072,13.986,4.877,3.832,7.857,10.527,4.827,5.521,10.462,6.12,4.108,12.065,10.857,9.374,7.3,10.823,11.161,8.148,11.854,6.838,7.152,6.861,10.359,1.627,6.362,1.638,2.546,7.041,9.559,10.733,11.763,9.976,3.967,12.017,11.434,4.623,13.142,4.035,9.752,9.009,2.372,1.636,8.119,9.476,2.111,4.575,10.073,12.059,8.933,1.085,4.258,4.596,8.986,6.319,10.55,7.981,9.075,5.484,6.376,4.561,10.825,6.439,7.464,5.274,8.501,10.385,8.836,6.309,9.255,13.345,9.673,7.974,4.78,0.801,12.646,10.566,8.584,9.454,7.516,12.665,12.164,8.822,8.528,11.932,8.859,6.658,11.8,6.038,6.511,5.898,6.893,10.807,10.743,5.756,7.642,6.695,5.922,10.399,11.624,11.874,4.731,12.351,3.018,9.799,11.825,7.535,3.552,1.846,10.589,11.194,8.905,11.409,10.636,10.853,11.279,6.821,10.722,11.88,12.239,12.215,11.31,6.628,7.881,11.595,9.077
EHF,10.178,3.135,8.214,9.143,10.285,10.414,4.187,8.726,2.686,4.432,9.397,0.817,7.525,4.005,1.806,1.861,4.095,3.41,2.482,3.972,1.976,3.556,2.03,2.223,1.595,5.592,4.059,4.417,3.158,1.339,1.258,3.632,3.129,3.585,3.894,11.645,3.201,4.504,3.208,2.139,0.966,4.478,3.466,4.881,2.52,1.952,10.513,6.862,5.843,3.905,3.366,3.323,10.754,5.37,0.992,5.862,8.816,5.808,3.456,6.388,2.127,4.97,5.535,4.298,5.712,4.709,9.14,3.516,7.993,5.252,5.996,3.742,2.848,7.487,9.162,11.009,1.69,7.114,0.767,2.5,8.947,1.384,3.001,3.878,8.189,7.742,1.166,2.648,1.635,8.475,1.152,2.808,7.161,3.312,4.085,1.526,3.26,8.773,1.474,3.261,2.472,3.792,3.369,3.958,1.22,1.173,4.14,3.756,2.755,3.844,4.686,5.312,3.852,7.002,6.612,5.902,7.276,6.349,6.786,5.226,1.842,3.463,3.79,5.605,3.623,4.366,4.583,6.538,4.071,3.304,6.53,1.63
EIF1AY,0,4.866,3.622,0,0,0,0,5.315,3.739,2.395,8.936,3.287,4.464,8.922,0,5.864,0,0,0,0,5.723,5.528,3.173,0,9.562,4.276,0,3.949,0,0.595,0,7.345,5.877,0,4.911,8.314,0,4.192,5.474,5.456,2.447,5.131,5.521,3.345,4.318,5.954,0,0,0,5.746,4.295,4.833,8.231,0,1.574,9.737,6.117,4.729,0,5.902,0,4.36,6.196,4.538,5.682,6.538,0,4.381,6.319,3.043,4.523,6.685,0.756,5.872,8.285,0,1.417,5.452,0,3.875,8.476,3.485,5.694,8.706,5.448,0,3.749,5.945,5.026,6.472,2.432,8.612,4.206,3.847,5.684,0,6.66,5.5,4.137,4.072,6.666,4.842,6.585,7.475,5.429,4.92,4.551,4.542,4.379,9.048,5.434,0,0,8.335,9.229,4.762,0,3.625,7.082,0,0.719,3.759,0,4.927,4.644,4.459,2.067,5.356,9.139,0.53,6.201,6.418
ELFN1,5.574,8.866,2.017,9.343,7.768,5.685,8.853,2.287,3.685,7.774,9.554,4.212,6.036,2.534,9.264,3.042,4.564,8.908,6.638,3.541,6.128,3.896,9.645,9.631,4.697,9.914,7.347,5.956,4.303,10.588,2.372,4.87,2.48,7.633,8.287,5.545,8.088,5.811,8.659,3.903,11.472,9.672,3.681,8.596,3.019,4.398,8.693,5.015,3.878,5.952,3.194,3.102,4.998,6.428,2.834,5.455,3.675,3.478,6.226,7.214,10.98,10.074,6.205,9.545,7.68,3.785,6.266,6.616,3.349,9.497,4.618,5.216,10.148,4.539,4.948,8.831,10.002,5.343,10.775,4.251,4.147,8.671,3.596,6.865,5.461,6.803,10.334,4.18,3.065,2.709,7.289,2.975,8.156,6.633,3.852,11.057,4.488,4.346,8.871,10.9,2.598,7.742,8.995,4.91,7.433,4.309,8.428,3.357,6.559,8.845,4.934,9.402,8.606,5.831,7.049,9.916,5.396,2.257,4.028,3.095,8.592,11.723,10.651,7.582,7.487,5.961,6.004,10.072,9.629,4.195,4.167,8.194
ENPP3,1.598,8.966,4.301,8.323,4.676,4.579,10.04,10.506,8.687,9.514,2.837,9.514,9.21,10.095,6.792,1.861,9.036,9.076,9.351,9.453,8.198,9.172,9.245,8.263,12.291,4.311,9.978,9.044,10.547,9.182,8.856,4.511,9.579,4.93,9.162,1.525,10.806,9.755,8.983,9.569,9.687,9.24,9.121,8.977,9.059,7.642,1.539,9.783,3.462,12.539,10.451,9.105,8.496,9.247,6.32,3.988,9.682,8.073,8.888,9.258,8.853,10.087,8.262,8.013,10.287,10.346,3.583,8.076,10.14,5.91,8.897,9.059,8.962,9.404,9.05,7.532,8.64,7.345,7.675,9.063,7.705,7.866,6.287,8.718,8.81,10.773,7.808,7.314,9.387,9.493,5.316,8.815,8.63,8.202,8.498,12.602,8.211,9.017,9.514,6.884,3.658,5.174,9.193,8.385,8.38,8.713,10.418,9.546,2.886,5.853,8.734,10.61,12.399,9.504,2.904,6.88,9.038,7.693,2.098,8.693,8.654,8.492,6.481,9.421,9.486,4.886,7.588,9.018,9.731,6.059,10.162,8.571
ENPP7,0,0.8,5.053,0.338,0,0,6.698,5.248,2.571,2.185,1.274,7.626,5.728,7.064,4.552,6.158,1.993,7.079,9.412,6.74,7.325,4.776,6.709,5.76,7.777,1.133,5.791,4.372,3.804,1.828,0.431,5.235,3.811,1.214,3.659,1.171,3.927,4.978,2.554,4.854,5.688,5.621,4.623,3.249,5.191,6.916,0,0.301,0.611,10.599,1.114,6.611,1.732,2.922,9.156,0,4.928,5.22,6.044,4.657,1.886,4.525,3.494,0.843,7.473,5.087,0,8.459,6.808,0,4.792,0,8.525,6.322,4.483,0.992,1.919,2.064,6.049,7.005,0.456,6.64,5.774,4.317,4.112,0.523,0.871,0.73,6.724,4.334,2.878,4.741,4.435,6.306,5.004,6.692,4.779,3.084,4.037,0.538,5.796,0.58,4.473,6.387,7.63,10.374,2.936,6.309,1.544,0.876,8.135,0,5.34,0,0,0,0,6.644,1.066,0.409,4.941,5.604,0.811,6.287,4.99,2.151,2.272,3.634,4.313,6.362,3.507,6.16
EPHA3,4.106,0,4.332,3.465,9.369,7.691,3.229,2.998,2.571,2.577,3.879,2.266,6.714,7.211,1.169,7.507,3.224,2.205,1.102,3.541,1.976,0.761,1.16,3.47,6.43,2.896,2.229,3.887,1.661,2.021,2.637,5.01,3.658,1.214,9.519,5.656,4.12,2.225,3.149,0.749,1.54,0,1.75,3.6,6.773,4.129,5.266,5.708,9.656,6.718,4.378,2.522,11.406,3.08,0.841,6.121,6.397,4.917,5.63,6.266,4.906,2.478,2.617,4.436,1.673,6.038,5.652,4.614,1.88,4.137,4.792,7.1,1.25,8.614,4.326,5.797,2.652,4.801,0,3.193,9.656,3.339,5.504,8.406,2.849,6.167,1.166,4.808,1.861,5.632,0.315,2.808,0.843,2.718,2.595,1.268,6.486,3.612,2.792,4.254,2.182,1.796,5.382,5.69,2.036,3.161,0,2.687,2.612,1.627,1.142,0.815,2.09,6.08,0.899,2.913,4.849,2.257,7.739,4.416,3.019,2.047,2.652,1.822,2.06,5.06,5.821,1.822,2.543,2.443,1.937,3.118
EPN3,9.841,1.846,4.784,3.844,6.193,5.959,2.209,3.759,8.789,4.524,10.458,1.539,7.13,6.82,1.224,8.142,5.128,2.205,5.459,4.633,5.457,4.199,5.512,3.97,0.743,3.994,3.699,2.132,5.319,4.926,1.031,1.067,1.793,6.612,2.195,10.809,3.641,5.06,4.013,1.434,3.674,4.254,4.933,6.068,7.417,6.763,10.157,1.732,7.66,1.053,1.114,7.259,4.141,4.772,0.672,8.412,6.391,5.735,1.056,5.842,7.191,1.197,0.892,1.372,5.255,0.868,6.324,5.226,2.152,4.846,6.948,1.947,6.766,8.435,4.626,8.436,1.56,3.013,4.496,3.846,4.888,5.653,4.535,4.536,2.499,2.304,1.411,7.589,4.799,4.304,3.045,8.864,3.396,5.666,5.427,6.526,5.098,3.456,6.644,2.058,5.102,2.214,1.826,3.527,2.848,2.413,4.24,3.185,7.53,5.01,3.773,4.562,1.395,2.023,11.276,2.457,5.22,5.901,8.167,3.253,6.974,4.65,3.667,3.03,6.245,1.908,4.054,2.91,3.29,4.834,5.589,5.057
ERBB4,1.598,0.455,1.852,6.893,8.036,5.182,2.209,1.198,0,4.282,11.947,2.827,0.554,0,0.502,1.212,2.67,0,0.654,1.333,2.878,0.761,0.693,4.966,0.743,4.505,0.547,4.837,1.957,3.885,0,0,1.465,0.526,3.979,6.33,0.629,5.519,0.807,2.139,2.169,0.773,0.67,5.905,8.526,2.59,11.483,1.392,9.638,4.242,1.114,0,4.478,1.861,0.481,8.858,2.841,0,4.763,2.561,2.127,2.582,6.008,6.731,5.8,0.868,4.061,1.031,2.152,3.895,0,1.823,3.381,6.882,1.194,5.758,2.447,4.605,2.381,2.258,2.543,2.787,0.663,7.221,4.144,3.219,0,1.573,0.61,1.188,0.984,0,0.843,1.081,0,3.87,2.403,1.521,0,3.119,0.59,3.307,2.502,5.718,0,1.173,1.805,1.062,1.83,3.159,2.933,4.427,1.152,2.67,10.332,3.32,5.281,0,6.779,6.557,0.719,2.43,5.82,2.015,2.06,3.545,4.893,3.706,3.353,0.917,1.271,0
F5,7.412,3.46,9.805,8.293,4.733,9.025,4.862,6.926,5.656,3.627,4.595,10.095,11.24,5.632,2.367,5.138,10.332,8.566,6.817,3.602,9.673,9.31,8.832,2.481,10.543,5.418,9.892,4.122,1.287,4.487,2.79,10.072,5.387,2.546,8.173,4.803,5.315,6.669,7.021,4.711,3.936,10.659,3.541,5.355,7.253,4.993,4.104,14.645,5.162,10.677,5.641,4.833,7.247,3.08,4.155,2.479,12.035,4.453,5.128,7.786,3.558,11.347,8.272,5.482,10.766,7.618,3.919,9.571,10.759,4.323,8.108,5.877,9.334,11.014,7.13,9.058,1.258,9.943,0.767,9.649,4.832,5.744,5.239,8.161,8.498,7.028,1.965,4.232,6.465,9.539,10.511,9.656,3.501,6.306,9.096,2.25,7.808,10.815,1.753,4.925,3.599,8.303,8.346,7.992,9.431,10.158,6.875,5.61,8.217,3.758,8.518,8.754,1.945,3.35,1.846,3.538,4.509,6.744,4.678,5.335,6.775,7.118,3.667,3.719,5.236,6.438,0,7.872,3.081,7.276,7.462,8.053
FABP6,8.683,4.606,0,0.338,5.492,4.647,0.93,0.829,8.375,1.275,5.791,5.637,0.554,5.166,0.873,1.861,2.528,0.68,4.615,2.337,0,1.452,1.16,2.701,9.933,5.124,6.327,0,7.115,0,0.762,3.795,1.04,0.526,0,9.787,0.629,6.555,0.459,4.277,0,0,7.571,5.848,0,7.343,6.423,1.732,4.597,9.529,1.114,5.368,2.034,1.212,3.521,6.145,0.356,0.691,0.344,2.421,0,4.97,1.191,0,0.629,6.038,0,6.41,1.103,0,2.05,2.603,1.505,5.006,0,0,0.354,5.305,0,5.107,0.456,8.441,8.12,0,4.774,1.459,7.283,3.044,8.475,3.043,0,6.614,0,6.087,1.423,0,3.461,0,1.474,0,1.331,5.288,0.886,6.604,5.353,3.409,6.163,0,0,0,2.385,3.948,1.152,2.485,0,1.605,4.828,4.47,0,3.679,2.625,1.172,0,4.267,7.585,0.427,0,0.709,6.984,5.738,7.358,6.058
FAM151A,2.823,1.197,2.38,2.252,0,0.832,4.41,4.695,1.849,0,6.332,4.246,2.031,7.658,0.718,1.7,0.948,1.99,5.284,0,5.002,3.555,2.37,4.26,9.062,1.76,2.661,0,1.512,2.102,9.278,11.453,2.681,1.225,5.31,2.08,1.806,3.479,1.209,1.336,3.557,2.083,4.797,0.656,7.513,5.189,0.973,12.721,3.888,6.641,2.379,5.872,1.609,11.785,4.63,2.168,7.448,3.397,7.949,3.504,2.617,2.859,2.077,1.539,5.671,1.978,2.084,3.174,2.04,0.6,2.072,1.38,5.623,2.806,2.489,1.308,2.335,2.268,4.106,5.056,0.7,3.788,5.919,3.031,1.515,2.111,1.937,3.607,0,3.455,1.903,2.41,1.266,3.529,0,3.721,3.209,1.334,1.587,0.719,2.306,0,2.04,4.046,4.244,6.38,0,2.477,7.967,1.392,1.587,0,2.458,3.696,4.091,1.406,1.252,1.583,5.239,6.16,4.181,4.426,2.434,1.067,2.571,2.109,2.385,2.274,10.892,5.057,2.09,2.205
FAM153A,2.824,7.681,7.011,5.278,3.938,2.168,1.491,2.287,8.864,2.739,4.053,0.466,5.778,1.902,7.597,0,1.993,0,4.357,0.591,5.654,0.761,0,1.503,2.235,4.003,3.89,6.03,8.444,4.582,0,3.236,6.078,3.417,0.533,4.35,0.629,7.252,6.524,6.059,0,0.438,0,0,0.671,1.656,0.398,1.259,5.183,1.481,6.502,2.522,3.824,3.08,1.475,3.343,0.88,0.691,0.855,2.492,5.396,5.149,4.805,4.766,0,2.104,4.141,5.676,2.022,4.686,4.618,0.709,4.224,3.615,3.898,5.287,7.43,2.573,1.634,2.167,0.456,1.384,1.46,1.852,7.38,5.98,0,1.862,0,4.03,0.315,5.338,4.962,7.377,1.423,7.035,3.794,6.484,0,2.207,1.595,0.58,0,3.091,2.318,1.173,1.805,2.265,4.799,5.578,5.587,0.815,5.281,7.684,1.448,5.3,2.21,0,3.763,1.401,0,7.997,0.811,1.01,1.707,0.427,0,7.433,0.525,1.473,1.747,2.167
